node,frac_in_gam,proxy,gam_majority,gam_any,empirical,canton
PUNTARENAS|CENTRAL|CHACARITA,0.0,False,False,False,1,PUNTARENAS|CENTRAL
PUNTARENAS|CENTRAL|ACAPULCO,0.0,False,False,False,1,PUNTARENAS|CENTRAL
PUNTARENAS|CENTRAL|EL ROBLE,0.0,False,False,False,1,PUNTARENAS|CENTRAL
PUNTARENAS|CENTRAL|ARANCIBIA,0.0,False,False,False,1,PUNTARENAS|CENTRAL
PUNTARENAS|ESPARZA|ESPIRITU SANTO,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|ESPARZA|SAN JUAN GRANDE,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|ESPARZA|MACACONA,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|ESPARZA|SAN RAFAEL,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|ESPARZA|SAN JERONIMO,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|ESPARZA|CALDERA,0.0,False,False,False,1,PUNTARENAS|ESPARZA
PUNTARENAS|BUENOS AIRES|BUENOS AIRES,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|VOLCAN,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|POTRERO GRANDE,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|BORUCA,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|PILAS,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|COLINAS,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|CHANGUENA,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|BIOLLEY,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|BUENOS AIRES|BRUNKA,0.0,False,False,False,1,PUNTARENAS|BUENOS AIRES
PUNTARENAS|MONTES DE ORO|MIRAMAR,0.0,False,False,False,1,PUNTARENAS|MONTES DE ORO
PUNTARENAS|MONTES DE ORO|LA UNION,0.0,False,False,False,1,PUNTARENAS|MONTES DE ORO
PUNTARENAS|MONTES DE ORO|SAN ISIDRO,0.0,False,False,False,1,PUNTARENAS|MONTES DE ORO
PUNTARENAS|OSA|PUERTO CORTES,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|OSA|PALMAR,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|OSA|SIERPE,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|OSA|BAHIA BALLENA,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|OSA|PIEDRAS BLANCAS,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|OSA|BAHIA DRAKE,0.0,False,False,False,1,PUNTARENAS|OSA
PUNTARENAS|QUEPOS|QUEPOS,0.0,False,False,False,1,PUNTARENAS|QUEPOS
PUNTARENAS|QUEPOS|SAVEGRE,0.0,False,False,False,1,PUNTARENAS|QUEPOS
PUNTARENAS|QUEPOS|NARANJITO,0.0,False,False,False,1,PUNTARENAS|QUEPOS
PUNTARENAS|GOLFITO|GOLFITO,0.0,False,False,False,1,PUNTARENAS|GOLFITO
PUNTARENAS|GOLFITO|GUAYCARA,0.0,False,False,False,1,PUNTARENAS|GOLFITO
PUNTARENAS|GOLFITO|PAVON,0.0,False,False,False,1,PUNTARENAS|GOLFITO
PUNTARENAS|COTO BRUS|SAN VITO,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|COTO BRUS|SABALITO,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|COTO BRUS|AGUABUENA,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|COTO BRUS|LIMONCITO,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|COTO BRUS|PITTIER,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|COTO BRUS|GUTIERREZ BRAUN,0.0,False,False,False,1,PUNTARENAS|COTO BRUS
PUNTARENAS|PARRITA|PARRITA,0.0,False,False,False,1,PUNTARENAS|PARRITA
PUNTARENAS|CORREDORES|CORREDOR,0.0,False,False,False,1,PUNTARENAS|CORREDORES
PUNTARENAS|CORREDORES|LA CUESTA,0.0,False,False,False,1,PUNTARENAS|CORREDORES
PUNTARENAS|CORREDORES|CANOAS,0.0,False,False,False,1,PUNTARENAS|CORREDORES
PUNTARENAS|CORREDORES|LAUREL,0.0,False,False,False,1,PUNTARENAS|CORREDORES
PUNTARENAS|GARABITO|JACO,0.0,False,False,False,1,PUNTARENAS|GARABITO
PUNTARENAS|GARABITO|TARCOLES,0.0,False,False,False,1,PUNTARENAS|GARABITO
PUNTARENAS|GARABITO|LAGUNILLAS,0.0,False,False,False,1,PUNTARENAS|GARABITO
PUNTARENAS|MONTEVERDE|MONTEVERDE,0.0,False,False,False,-1,PUNTARENAS|MONTEVERDE
PUNTARENAS|PUERTO JIMENEZ|PUERTO JIMENEZ,0.0,False,False,False,1,PUNTARENAS|PUERTO JIMENEZ
LIMON|CENTRAL|LIMON,0.0,False,False,False,1,LIMON|CENTRAL
LIMON|CENTRAL|VALLE LA ESTRELLA,0.0,False,False,False,1,LIMON|CENTRAL
LIMON|CENTRAL|RIO BLANCO,0.0,False,False,False,1,LIMON|CENTRAL
LIMON|CENTRAL|MATAMA,0.0,False,False,False,1,LIMON|CENTRAL
LIMON|POCOCI|GUAPILES,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|JIMENEZ,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|RITA,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|ROXANA,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|CARIARI,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|COLORADO,0.0,False,False,False,1,LIMON|POCOCI
LIMON|POCOCI|LA COLONIA,0.0,False,False,False,1,LIMON|POCOCI
LIMON|SIQUIRRES|SIQUIRRES,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|PACUARITO,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|FLORIDA,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|GERMANIA,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|EL CAIRO,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|ALEGRIA,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|SIQUIRRES|REVENTAZON,0.0,False,False,False,1,LIMON|SIQUIRRES
LIMON|TALAMANCA|BRATSI,0.0,False,False,False,1,LIMON|TALAMANCA
LIMON|TALAMANCA|SIXAOLA,0.0,False,False,False,1,LIMON|TALAMANCA
LIMON|TALAMANCA|CAHUITA,0.0,False,False,False,1,LIMON|TALAMANCA
LIMON|TALAMANCA|TELIRE,0.0,False,False,False,1,LIMON|TALAMANCA
LIMON|MATINA|MATINA,0.0,False,False,False,1,LIMON|MATINA
LIMON|MATINA|BATAN,0.0,False,False,False,1,LIMON|MATINA
LIMON|MATINA|CARRANDI,0.0,False,False,False,1,LIMON|MATINA
LIMON|GUACIMO|GUACIMO,0.0,False,False,False,1,LIMON|GUACIMO
LIMON|GUACIMO|MERCEDES,0.0,False,False,False,1,LIMON|GUACIMO
LIMON|GUACIMO|POCORA,0.0,False,False,False,1,LIMON|GUACIMO
LIMON|GUACIMO|RIO JIMENEZ,0.0,False,False,False,1,LIMON|GUACIMO
LIMON|GUACIMO|DUACARI,0.0,False,False,False,1,LIMON|GUACIMO
