,population
GUANACASTE|TILARAN|PARCE. QUEBRADA AZUL (LINDA VISTA),607
CONSULADO|ARGENTINA|BUENOS AIRES,338
PUNTARENAS|OSA|FINCA DOS-CUATRO,444
ALAJUELA|RIO CUARTO|SAN RAFAEL DE RIO CUARTO(CUCARACHO,393
ALAJUELA|NARANJO|SANTA MARGARITA,166
GUANACASTE|NICOYA|TERCIOPELO,377
ALAJUELA|SAN CARLOS|LA GLORIA O SAN MARCOS,492
PUNTARENAS|CENTRAL|MORALES,1126
PUNTARENAS|CENTRAL|COSTA DE PAJAROS(BRISAS DEL GOLFO),1613
SAN JOSE|DESAMPARADOS|LLANO BONITO,174
ALAJUELA|UPALA|LAS ARMENIAS,278
LIMON|POCOCI|SAN FRANCISCO DE CAÑO SECO,258
ALAJUELA|GRECIA|ALTOS DE PERALTA,2435
GUANACASTE|NICOYA|SAMARA,1538
LIMON|SIQUIRRES|BARRA (BOCA) PARISMINA,286
SAN JOSE|LEON CORTES CASTRO|LA CUESTA O BAJO DE TARRAZU,309
CARTAGO|PARAISO|AJENJAL,704
PUNTARENAS|CENTRAL|ARANJUEZ,770
CARTAGO|TURRIALBA|PERALTA,357
ALAJUELA|GRECIA|LA ARENA (PARTE NORTE),1537
ALAJUELA|LOS CHILES|LOS CHILES,4124
GUANACASTE|CARRILLO|LA GUINEA,207
GUANACASTE|NICOYA|TALOLINGA,268
LIMON|POCOCI|SAN MARTIN,1612
PUNTARENAS|BUENOS AIRES|PASO REAL,80
PUNTARENAS|ESPARZA|SAN JERONIMO,412
CARTAGO|EL GUARCO|TABLON,1255
PUNTARENAS|ESPARZA|MATA DE LIMON,602
GUANACASTE|SANTA CRUZ|SAN PEDRO,564
GUANACASTE|NICOYA|CASITAS,811
ALAJUELA|RIO CUARTO|SANTA ISABEL,1062
ALAJUELA|UPALA|QUEBRADON,649
PUNTARENAS|MONTES DE ORO|CIRUELAS,44
HEREDIA|SARAPIQUI|LA ALDEA,454
ALAJUELA|SAN CARLOS|SAHINO O SAN JORGE,723
ALAJUELA|PALMARES|SANTIAGO,1882
CARTAGO|TURRIALBA|SAN RAFAEL,419
PUNTARENAS|QUEPOS|COCAL,626
HEREDIA|SARAPIQUI|LAS PALMITAS,634
LIMON|MATINA|BRISTOL,515
HEREDIA|SARAPIQUI|CERRO NEGRO(PARTE SUR),99
ALAJUELA|SAN CARLOS|CORAZON DE JESUS DE LA TESALIA,496
GUANACASTE|LA CRUZ|PIEDRAS AZULES,181
GUANACASTE|CAÑAS|BUENOS AIRES LA GOTERA(ALTO LAJAS),359
CARTAGO|ALVARADO|CAPELLADES,1257
CARTAGO|CENTRAL|AZAHAR (PENJAMO),1310
GUANACASTE|ABANGARES|COLORADO,1425
ALAJUELA|CENTRAL|CINCO ESQUINAS,1122
SAN JOSE|ACOSTA|SEVILLA (CACAO),251
ALAJUELA|CENTRAL|SAN MIGUEL DE SARAPIQUI,1027
SAN JOSE|TARRAZU|SAN MARTIN,120
ALAJUELA|NARANJO|LLANO BONITO O CIRRI NORTE,957
ALAJUELA|SAN CARLOS|LOS LLANOS O ALTAMIRITA,756
PUNTARENAS|OSA|OLLA CERO O SANTA EDUVIGIS,408
SAN JOSE|PEREZ ZELEDON|DESAMPARADOS,97
GUANACASTE|SANTA CRUZ|CARTAGENA,3026
ALAJUELA|SAN CARLOS|SAN FRANCISCO O VACA BLANCA,1633
GUANACASTE|TILARAN|TIERRAS MORENAS,639
GUANACASTE|NICOYA|SAN LAZARO,370
PUNTARENAS|CENTRAL|NANCITE (SAN ANTONIO),548
ALAJUELA|ZARCERO|ZARCERO,3874
ALAJUELA|NARANJO|SAN ROQUE,653
CARTAGO|TURRIALBA|AQUIARES O LA ISLA,1256
PUNTARENAS|QUEPOS|TIERRAS MORENAS,71
GUANACASTE|CARRILLO|NUEVO COLON,229
GUANACASTE|LIBERIA|CAI. LIBERIA  (MODULO D3-D4),123
CARTAGO|PARAISO|CACHI,3651
GUANACASTE|LA CRUZ|JOBO (COLONIA GIL TABLADA),593
PUNTARENAS|OSA|SABALO,87
PUNTARENAS|CENTRAL|LEPANTO,902
ALAJUELA|SAN CARLOS|LA PALMERA,1076
SAN JOSE|TARRAZU|ESQUIPULAS,27
LIMON|TALAMANCA|SHIROLES (XIROLES),2539
PUNTARENAS|COTO BRUS|SANTA CECILIA DE AGUA BUENA,242
PUNTARENAS|ESPARZA|JUANILAMA,1070
GUANACASTE|SANTA CRUZ|LORENA,356
ALAJUELA|GUATUSO|TIALES,393
CARTAGO|TURRIALBA|SAN RAMON,321
ALAJUELA|SAN RAMON|BAJO ZUÑIGA,584
ALAJUELA|SAN CARLOS|VENADO,751
PUNTARENAS|CENTRAL|RIO FRIO,68
ALAJUELA|SAN CARLOS|SAN JOSE DE LA TIGRA,1046
ALAJUELA|GUATUSO|SANTA FE,431
ALAJUELA|CENTRAL|EL PARAISO,146
PUNTARENAS|GOLFITO|LLANO BONITO,105
GUANACASTE|NANDAYURE|CACAO,435
ALAJUELA|RIO CUARTO|PATA DE GALLO (LOS ANGELES SUR),55
CARTAGO|JIMENEZ|SAN MARTIN,450
ALAJUELA|OROTINA|SAN JERONIMO,252
GUANACASTE|SANTA CRUZ|HUACAS,1137
ALAJUELA|UPALA|DELICIAS,942
PUNTARENAS|OSA|BALSAR ARRIBA,85
GUANACASTE|CARRILLO|BELEN,3815
ALAJUELA|SAN CARLOS|PENJAMO,203
ALAJUELA|GRECIA|SAN LUIS,892
ALAJUELA|GRECIA|CALLE SAN JOSE,752
CONSULADO|SUIZA|BERNA,733
PUNTARENAS|CORREDORES|SAN MARTIN,597
ALAJUELA|UPALA|SAN RAFAEL O CHIMURRIA ABAJO,593
ALAJUELA|LOS CHILES|MONTEALEGRE,205
SAN JOSE|PEREZ ZELEDON|PENSILVANIA (SAN MARCOS),38
PUNTARENAS|BUENOS AIRES|OLAN,52
GUANACASTE|NICOYA|BOCAS DE NOSARA,3602
LIMON|CENTRAL|CAI. LIMON,741
ALAJUELA|RIO CUARTO|LA ESPAÑOLITA,297
ALAJUELA|GUATUSO|MARGARITA,454
CARTAGO|TURRIALBA|ATIRRO,181
GUANACASTE|HOJANCHA|ALTOS DEL SOCORRO,125
PUNTARENAS|CENTRAL|TAMBOR,354
PUNTARENAS|CENTRAL|RIO NEGRO,315
HEREDIA|SARAPIQUI|TIRIMBINA,210
CONSULADO|CHILE|SANTIAGO,399
CONSULADO|PAISES BAJOS|LA HAYA,707
CARTAGO|PARAISO|LA LOAIZA,249
SAN JOSE|PEREZ ZELEDON|PIEDRA ALTA,105
GUANACASTE|ABANGARES|HLE. SAN JORGE,32
ALAJUELA|NARANJO|SAN ANTONIO DE BARRANCA,451
CARTAGO|EL GUARCO|CAI. JORGE DEBRAVO,571
LIMON|CENTRAL|MOIN,572
GUANACASTE|TILARAN|ARENAL NUEVO,1713
GUANACASTE|SANTA CRUZ|ARADO,1667
ALAJUELA|GRECIA|SAN MIGUEL ARRIBA,301
ALAJUELA|SAN RAMON|BAJO CORDOBA,50
PUNTARENAS|BUENOS AIRES|CAJON,251
CARTAGO|TURRIALBA|CIMARRONES,404
ALAJUELA|SAN RAMON|BUREAL,132
CARTAGO|CENTRAL|LLANO DE LOS ANGELES,1184
LIMON|SIQUIRRES|SAN ALBERTO NUEVO,343
CARTAGO|TURRIALBA|SIMIRIÑAC (JACUY),367
ALAJUELA|SAN RAMON|LA BALSA,105
ALAJUELA|SAN RAMON|LOS CRIQUES,582
LIMON|POCOCI|LINDA VISTA,102
ALAJUELA|SAN CARLOS|SAN JOAQUIN,452
ALAJUELA|SAN RAMON|SAN JOSE (RIO JESUS),460
HEREDIA|SARAPIQUI|HLE. SAN AGUSTIN,22
GUANACASTE|CAÑAS|SAN MIGUEL O CUATRO ESQUINAS,873
CARTAGO|CENTRAL|NAVARRO,260
ALAJUELA|SAN RAMON|EMPALME,611
CARTAGO|PARAISO|URASCA,549
ALAJUELA|POAS|GUATUZA,968
PUNTARENAS|MONTEVERDE|CERRO PLANO,713
CARTAGO|TURRIALBA|LAS NUBES,104
GUANACASTE|SANTA CRUZ|LAGUNILLA,1058
ALAJUELA|SAN RAMON|LA ESPERANZA,891
GUANACASTE|BAGACES|MONTANO,248
HEREDIA|SARAPIQUI|RANCHO CHILAMATE,318
LIMON|SIQUIRRES|MADRE DE DIOS,266
ALAJUELA|SAN CARLOS|LINDA VISTA,788
GUANACASTE|SANTA CRUZ|POTRERO,730
LIMON|MATINA|CUATRO MILLAS,317
ALAJUELA|ZARCERO|HLE. SAN RAFAEL,39
CARTAGO|TURRIALBA|SANTA CRUZ,779
ALAJUELA|SARCHI|SABANILLA,474
GUANACASTE|NICOYA|SANTA ELENA (PARTE OESTE),279
PUNTARENAS|BUENOS AIRES|SALITRE,820
LIMON|SIQUIRRES|SAN ALEJO SANTA MARTA,821
LIMON|MATINA|SAHARA,563
LIMON|SIQUIRRES|GERMANIA,748
GUANACASTE|SANTA CRUZ|SANTA ROSA,950
ALAJUELA|GRECIA|CEDRO,778
CARTAGO|EL GUARCO|LA ESTRELLA,545
SAN JOSE|PEREZ ZELEDON|JARDIN (PARTE ESTE),130
GUANACASTE|LA CRUZ|SANTA CECILIA,2896
CARTAGO|TURRIALBA|BONILLA ARRIBA,69
GUANACASTE|CAÑAS|SAN MARTIN,2567
CARTAGO|TURRIALBA|GUAYABO ABAJO,347
ALAJUELA|GRECIA|CAJON ARRIBA,368
ALAJUELA|SAN RAMON|PIEDADES SUR,1428
PUNTARENAS|MONTES DE ORO|LAGUNA,179
LIMON|TALAMANCA|DAYTONIA,1042
GUANACASTE|SANTA CRUZ|LIMON,856
HEREDIA|SARAPIQUI|LOS ANGELES DE COLONIA CARVAJAL,144
PUNTARENAS|CENTRAL|MANZANILLO DEL GOLFO,436
LIMON|MATINA|RAMAL SIETE,779
ALAJUELA|RIO CUARTO|LOS ANGELES,219
GUANACASTE|NICOYA|SAN ANTONIO,815
ALAJUELA|UPALA|CARTAGOS NORTE,314
CARTAGO|TURRIALBA|LA FLOR DE TRES EQUIS,283
PUNTARENAS|GOLFITO|HLE. GOLFITO,20
ALAJUELA|GUATUSO|KATIRA,2534
ALAJUELA|SAN RAMON|ALTO VILLEGAS,473
PUNTARENAS|CENTRAL|ISLA CABALLO,196
SAN JOSE|PEREZ ZELEDON|VILLA BONITA,67
GUANACASTE|NICOYA|LA MANSION,1604
ALAJUELA|ATENAS|RINCON DE SAN ISIDRO,987
HEREDIA|SANTA BARBARA|LOS CARTAGOS,108
LIMON|MATINA|LARGA DISTANCIA,347
GUANACASTE|NICOYA|CORRALILLO,947
GUANACASTE|CARRILLO|PALMIRA,1467
PUNTARENAS|BUENOS AIRES|SAN VICENTE UPIAV-2,130
GUANACASTE|ABANGARES|LA PALMA,938
ALAJUELA|NARANJO|SAN FRANCISCO (VACA MUERTA),349
GUANACASTE|CARRILLO|CASTILLA DE ORO,262
GUANACASTE|SANTA CRUZ|DELICIAS,505
ALAJUELA|SAN CARLOS|SAN JOSECITO DE CUTRIS,280
PUNTARENAS|CORREDORES|COLORADO,563
ALAJUELA|SAN CARLOS|MUELLE DE SAN CARLOS,1068
LIMON|TALAMANCA|GANDOCA,235
CARTAGO|TURRIALBA|SAN VICENTE,180
SAN JOSE|PEREZ ZELEDON|BRUJO,125
GUANACASTE|NICOYA|CURIME,1017
ALAJUELA|SAN CARLOS|SAN PEDRO Y TABLA GRANDE,178
PUNTARENAS|GOLFITO|PUNTA BANCO (NICARAGUA),290
CARTAGO|PARAISO|EL YAS,783
ALAJUELA|LOS CHILES|MEDIO QUESO,590
ALAJUELA|LOS CHILES|CRISTO REY,491
GUANACASTE|CAÑAS|BEBEDERO (SUR DEL RIO),1321
ALAJUELA|SAN CARLOS|PALMAR,264
GUANACASTE|NICOYA|SANTO DOMINGO,124
CONSULADO|EMIRATOS ARABES UNIDOS|ABU DHABI,90
CARTAGO|TURRIALBA|VERBENA NORTE,534
GUANACASTE|TILARAN|HLE. TILARAN,16
PUNTARENAS|CENTRAL|BELLO HORIZONTE,356
PUNTARENAS|CENTRAL|CHOMES,898
GUANACASTE|NICOYA|ZAPOTE,259
ALAJUELA|SAN MATEO|DULCE NOMBRE,70
GUANACASTE|LA CRUZ|LA GARITA,658
ALAJUELA|UPALA|SAN ISIDRO DE ZAPOTE,938
ALAJUELA|LOS CHILES|LOS LIRIOS,697
CARTAGO|TURRIALBA|EL CARMEN,409
GUANACASTE|LIBERIA|CERECEDA (GUADALUPE),1250
GUANACASTE|NANDAYURE|QUEBRADA SECA O PILAS DE BEJUCO,176
ALAJUELA|SAN CARLOS|PORVENIR ARRIBA,843
GUANACASTE|SANTA CRUZ|SAN JOSE DE PINILLA,699
ALAJUELA|SAN CARLOS|CONCEPCION,186
PUNTARENAS|CORREDORES|RIO BONITO DE NEILY,186
PUNTARENAS|GOLFITO|FINCA 54,544
PUNTARENAS|OSA|EL PROGRESO,123
PUNTARENAS|CENTRAL|CABO BLANCO DEL GOLFO,416
ALAJUELA|CENTRAL|SABANILLA,1538
GUANACASTE|TILARAN|CABECERAS DE CAÑAS,677
ALAJUELA|GRECIA|SAN ISIDRO,1544
PUNTARENAS|OSA|MIRAMAR,88
CARTAGO|TURRIALBA|GRANO DE ORO O XARA,1080
GUANACASTE|NICOYA|SAN VICENTE ABAJO,557
GUANACASTE|CARRILLO|COYOLITO,344
GUANACASTE|ABANGARES|SAN BUENAVENTURA,738
CARTAGO|TURRIALBA|COLORADO,894
GUANACASTE|NANDAYURE|SAN PABLO,1230
ALAJUELA|CENTRAL|CERRILLAL,363
SAN JOSE|DOTA|SUKIA O EL BRUJO,44
PUNTARENAS|CENTRAL|POCHOTE,238
LIMON|SIQUIRRES|ALTO LAS BRISAS DE PACUARITO,143
ALAJUELA|ZARCERO|SANTA ROSA,1023
PUNTARENAS|GARABITO|POCHOTAL,301
CARTAGO|JIMENEZ|EL NARANJO,545
ALAJUELA|UPALA|SAN RAMON,756
PUNTARENAS|CORREDORES|CARACOL DE LA VACA,411
PUNTARENAS|CENTRAL|BOCANA,395
PUNTARENAS|ESPARZA|CERRILLOS,156
ALAJUELA|UPALA|LAS BRISAS (MIRAMAR),457
ALAJUELA|SAN RAMON|BAJO LA PAZ,643
GUANACASTE|BAGACES|LA FORTUNA,1923
GUANACASTE|SANTA CRUZ|RIO SECO,489
GUANACASTE|ABANGARES|PEÑAS BLANCAS,320
PUNTARENAS|MONTES DE ORO|LA UNION,230
PUNTARENAS|CENTRAL|SARDINAL DE ACAPULCO,983
GUANACASTE|NICOYA|CUAJINIQUIL,199
LIMON|POCOCI|BOCA TORTUGUERO,885
GUANACASTE|HOJANCHA|PITA RAYADA,172
ALAJUELA|OROTINA|CASCAJAL,317
CARTAGO|ALVARADO|SANTA TERESA,586
GUANACASTE|SANTA CRUZ|VEINTISIETE DE ABRIL,1779
GUANACASTE|TILARAN|RIO PIEDRAS (GUADALAJARA),332
GUANACASTE|CAÑAS|SANDILLAL (SANDIAL),555
ALAJUELA|GRECIA|CALLE RODRIGUEZ,660
PUNTARENAS|CENTRAL|BAJO NEGRO,117
GUANACASTE|NICOYA|FLORIDA,412
ALAJUELA|SAN CARLOS|ESTERITO,344
GUANACASTE|HOJANCHA|LOS ANGELES NORTE,216
LIMON|GUACIMO|LINEA VIEJA,136
ALAJUELA|UPALA|VILLANUEVA,974
PUNTARENAS|CENTRAL|PUERTO PALITO,423
GUANACASTE|CARRILLO|PANAMA O CACIQUE,552
GUANACASTE|LIBERIA|CAÑAS DULCES,1474
LIMON|CENTRAL|VESTA,376
LIMON|MATINA|PUNTA DE LANZA,52
ALAJUELA|SAN CARLOS|LAS BRISAS,111
ALAJUELA|SAN MATEO|MADERAL,140
LIMON|MATINA|ESPERANZA,320
ALAJUELA|SAN CARLOS|BUENOS AIRES,589
GUANACASTE|HOJANCHA|HUACAS,399
ALAJUELA|PALMARES|CALLE VARGAS (PARTE SUR),1277
CARTAGO|ALVARADO|BUENA VISTA,175
ALAJUELA|SARCHI|SAN JOSE DE TROJAS,839
CARTAGO|OREAMUNO|CIPRESES,3154
GUANACASTE|SANTA CRUZ|TALOLINGUITA,422
LIMON|POCOCI|LA FORTUNA,181
CARTAGO|ALVARADO|SAN RAFAEL DE IRAZU,295
GUANACASTE|BAGACES|SALITRAL,137
CARTAGO|EL GUARCO|PURIRES (PARTE OESTE),731
PUNTARENAS|BUENOS AIRES|LAS VEGAS DE RIO CHANGUENA,120
ALAJUELA|SAN CARLOS|SAN RAFAEL DE PLATANAR,177
GUANACASTE|TILARAN|FLORIDA (PATIOS),159
ALAJUELA|SAN CARLOS|BOCA TAPADA,380
PUNTARENAS|ESPARZA|PARAISO O BRUSELAS,252
CARTAGO|PARAISO|ALEGRIA,184
ALAJUELA|UPALA|HIGUERON (PARTE SUR),502
GUANACASTE|HOJANCHA|PILANGOSTA,314
LIMON|SIQUIRRES|SEIS AMIGOS,188
GUANACASTE|SANTA CRUZ|SAN FRANCISCO,497
ALAJUELA|SAN CARLOS|SONAFLUCA,1443
ALAJUELA|UPALA|AGUAS CLARAS,836
GUANACASTE|NICOYA|MORACIA,737
ALAJUELA|SAN RAMON|SALVADOR,169
LIMON|MATINA|BANANITA (SANTA MARIA),713
GUANACASTE|CAÑAS|JABILLA ABAJO,471
PUNTARENAS|BUENOS AIRES|PUENTE DE SALITRE,351
GUANACASTE|NANDAYURE|SAN ANTONIO DE ZAPOTAL,201
PUNTARENAS|CENTRAL|MAL PAIS,281
GUANACASTE|NICOYA|LA ESPERANZA SUR,627
GUANACASTE|NICOYA|PUERTO HUMO,174
GUANACASTE|NANDAYURE|COROZALITO,231
ALAJUELA|ZARCERO|PUEBLO NUEVO DE LA PICADA,497
GUANACASTE|LIBERIA|CURUBANDE,508
GUANACASTE|SANTA CRUZ|CACAO,1134
ALAJUELA|UPALA|COLONIA BLANCA,358
ALAJUELA|SAN CARLOS|CORAZON DE JESUS,288
GUANACASTE|NICOYA|BARRAHONDA O NACAOME,419
GUANACASTE|CARRILLO|LOS PLANES,341
ALAJUELA|NARANJO|BARRANCA,377
PUNTARENAS|OSA|ALTO LAGUNA,130
ALAJUELA|SAN RAMON|SOCORRO,134
ALAJUELA|ZARCERO|TAPESCO,1006
GUANACASTE|SANTA CRUZ|MARBELLA,489
ALAJUELA|RIO CUARTO|LA VICTORIA  (PARTE SUR),392
PUNTARENAS|CENTRAL|GUACIMAL,612
LIMON|CENTRAL|SAN CLEMENTE VIEJO (MANU),217
ALAJUELA|NARANJO|LOS ROBLES,376
GUANACASTE|ABANGARES|SAN RAFAEL (DESPACIO),415
GUANACASTE|CARRILLO|RIO CAÑAS NUEVO,601
ALAJUELA|GRECIA|SAN MIGUEL,680
GUANACASTE|NANDAYURE|EL CARMEN,192
ALAJUELA|CENTRAL|CAI. LUIS PAULINO MORA MORA,886
GUANACASTE|NANDAYURE|COLONIA DEL VALLE,247
PUNTARENAS|CENTRAL|VALLE AZUL,290
ALAJUELA|SAN MATEO|ESTANQUILLO O SAN ANTONIO (P.O.),59
CARTAGO|EL GUARCO|SABANA GRANDE,487
HEREDIA|SARAPIQUI|SAN RAMON,595
CONSULADO|BELGICA|BRUSELAS,300
ALAJUELA|SAN CARLOS|SAN JOSE DE LA MONTAÑA,119
GUANACASTE|SANTA CRUZ|BERNABELA,631
GUANACASTE|BAGACES|MONTENEGRO,709
CARTAGO|JIMENEZ|ORIENTE,225
PUNTARENAS|CENTRAL|MONTEZUMA,368
ALAJUELA|SAN CARLOS|SANTA RITA,526
LIMON|POCOCI|LA CURIA (BUENOS AIRES),292
ALAJUELA|ATENAS|GUACIMO,137
ALAJUELA|RIO CUARTO|COLONIA AGRICOLA DEL TORO,255
ALAJUELA|SAN RAMON|LLANO DE BRENES,549
PUNTARENAS|CENTRAL|MALINCHE,237
GUANACASTE|CAÑAS|HIGUERON ABAJO,134
CARTAGO|TURRIALBA|BAJO PACUARE O SUR,192
CONSULADO|URUGUAY|MONTEVIDEO,41
CONSULADO|AUSTRIA|VIENA,333
ALAJUELA|SAN RAMON|BERLIN,558
ALAJUELA|ZARCERO|LAGUNA,1265
ALAJUELA|ZARCERO|ZAPOTE,296
PUNTARENAS|MONTES DE ORO|ZAGALA VIEJA,237
GUANACASTE|TILARAN|SAN LUIS,345
GUANACASTE|BAGACES|RIO CHIQUITO,179
GUANACASTE|TILARAN|SAN RAMON,238
LIMON|SIQUIRRES|GUAYACAN,213
ALAJUELA|ZARCERO|SAN LUIS O MORELOS,360
PUNTARENAS|GOLFITO|CACAO,140
PUNTARENAS|CENTRAL|ISLA DEL COCO,16
GUANACASTE|SANTA CRUZ|GUAITIL,537
CARTAGO|TURRIALBA|SAN JOAQUIN (CABEZA DE BUEY),239
CARTAGO|TURRIALBA|EL SILENCIO,275
LIMON|CENTRAL|WESTFALIA,309
LIMON|MATINA|DOS RAMAS,75
PUNTARENAS|CENTRAL|CAI. 26 DE JULIO (M. SENTENCIADOS),606
PUNTARENAS|QUEPOS|MARITIMA,133
GUANACASTE|NICOYA|GARZA,288
LIMON|SIQUIRRES|PERLA,754
CARTAGO|TURRIALBA|PACAYITAS,433
PUNTARENAS|CENTRAL|PANICA,275
GUANACASTE|ABANGARES|COYOLITO DE ABANGARES O LA PEÑA,40
LIMON|TALAMANCA|SIBUJU,377
GUANACASTE|NICOYA|COPAL,688
CONSULADO|KENIA|NAIROBI,15
PUNTARENAS|CENTRAL|PLAYA BLANCA,173
GUANACASTE|CARRILLO|CORRALILLO,703
LIMON|SIQUIRRES|FREEMAN,453
ALAJUELA|UPALA|BRASILIA,523
ALAJUELA|CENTRAL|UAI. REYNALDO VILLALOBOS ZUÑIGA,537
CARTAGO|JIMENEZ|HUMO,685
GUANACASTE|NICOYA|QUEBRADA HONDA,387
GUANACASTE|NANDAYURE|BELLAVISTA,114
PUNTARENAS|BUENOS AIRES|CACIQUE,73
GUANACASTE|LA CRUZ|LAS BRISAS,246
GUANACASTE|SANTA CRUZ|TEMPATE,605
GUANACASTE|NANDAYURE|JABILLOS,290
ALAJUELA|SAN CARLOS|SAN RAMON (CARIBLANCA),160
PUNTARENAS|GOLFITO|LA FORTUNA DE COTO,88
GUANACASTE|BAGACES|LLANOS DE CORTES,324
ALAJUELA|RIO CUARTO|SAN VICENTE,126
PUNTARENAS|PARRITA|ISLA DAMAS,39
PUNTARENAS|CENTRAL|ORIENTE (ISLA VENADO PARTE),479
ALAJUELA|SAN CARLOS|LA LEGUA,279
CARTAGO|JIMENEZ|LOS ALPES,610
CONSULADO|PARAGUAY|ASUNCION,66
ALAJUELA|SAN CARLOS|JICARITO,416
ALAJUELA|LOS CHILES|VERACRUZ,434
PUNTARENAS|OSA|SAN BUENAVENTURA,389
GUANACASTE|CARRILLO|SANTA RITA,700
GUANACASTE|CAÑAS|NUEVA GUATEMALA,426
ALAJUELA|CENTRAL|CAI.JORGE ART. MONT. CAS. (AMB. C),207
PUNTARENAS|CENTRAL|SANTA TERESA (CARMEN),750
GUANACASTE|NICOYA|RIO GRANDE,473
CARTAGO|TURRIALBA|LA PASTORA,436
HEREDIA|SARAPIQUI|COLONIA LA GATA,216
ALAJUELA|SAN CARLOS|ALMENDROS,179
ALAJUELA|SAN RAMON|LA PAZ,453
ALAJUELA|UPALA|SANTA ROSA (CHIMURRIA ARRIBA),324
CARTAGO|ALVARADO|IRAZU SUR,385
GUANACASTE|LIBERIA|IRIGARAY,407
ALAJUELA|GUATUSO|SILENCIO,475
ALAJUELA|UPALA|LAS FLORES,250
ALAJUELA|GRECIA|CALLE ACHIOTE,812
SAN JOSE|PEREZ ZELEDON|UAI. PABRU PRESBERE,260
CARTAGO|OREAMUNO|SAN GERARDO SUR DE PASQUI,461
GUANACASTE|HOJANCHA|BETANIA O JOBO,108
ALAJUELA|ZARCERO|PALMIRA,562
GUANACASTE|SANTA CRUZ|GARITA NUEVA,533
LIMON|SIQUIRRES|SAN ANTONIO,236
GUANACASTE|SANTA CRUZ|ORTEGA,1003
CONSULADO|INDIA|NUEVA DELHI,23
ALAJUELA|SAN CARLOS|BUENAVISTA,337
PUNTARENAS|COTO BRUS|EL VALLE,92
GUANACASTE|NICOYA|CABALLITO,337
GUANACASTE|NANDAYURE|SAN PEDRO,193
ALAJUELA|UPALA|SANTA CLARA (PARTE ESTE),583
ALAJUELA|SAN CARLOS|GUARIA DE FORTUNA,144
ALAJUELA|CENTRAL|CAI. JORGE ART. M. C (AMBITOS A,778
LIMON|TALAMANCA|BRATSI (BAMBU O DON DIEGO),456
GUANACASTE|CARRILLO|LIBERTAD (HUACAS),510
GUANACASTE|ABANGARES|MONTE POTRERO O PUEBLO NUEVO,313
SAN JOSE|DESAMPARADOS|CAI. VILMA CURLING RIVERA,325
ALAJUELA|UPALA|DOS RIOS O COLONIA MAYORGA,830
GUANACASTE|CAÑAS|NISPERO (PUERTO ALEGRE),145
GUANACASTE|HOJANCHA|MATAMBU,762
LIMON|SIQUIRRES|LUCHA,271
ALAJUELA|UPALA|BUENOS AIRES,170
ALAJUELA|CENTRAL|CORAZON DE JESUS,88
GUANACASTE|BAGACES|PUEBLO NUEVO,223
PUNTARENAS|CENTRAL|CABUYA,393
HEREDIA|BARVA|SACRAMENTO,93
GUANACASTE|ABANGARES|LA SIERRA (LAS MINAS),339
PUNTARENAS|COTO BRUS|MONTERREY,89
PUNTARENAS|MONTES DE ORO|CEDRAL,364
GUANACASTE|NICOYA|SAN FERNANDO,445
HEREDIA|SARAPIQUI|LOS ARBOLITOS (PARTE ESTE),146
PUNTARENAS|CORREDORES|LOS PLANES,203
LIMON|CENTRAL|VALLE AURORA,342
LIMON|POCOCI|UAI. 20 DE DICIEMBRE,402
ALAJUELA|SAN RAMON|LA GUARIA,538
GUANACASTE|BAGACES|BAGATZI,240
GUANACASTE|CAÑAS|POROZAL,386
GUANACASTE|NICOYA|SAN JUAN (PARTE NORTE),303
GUANACASTE|TILARAN|SAN MIGUEL,252
PUNTARENAS|BUENOS AIRES|PALMITAL,135
ALAJUELA|LOS CHILES|PORVENIR DE SAN JORGE,353
LIMON|POCOCI|CAI. CARLOS LUIS FALLAS (MOD. ABC),823
GUANACASTE|ABANGARES|SAN JOAQUIN,343
GUANACASTE|NICOYA|EL ROSARIO,344
ALAJUELA|CENTRAL|CAI. GERARDO RODRIGUEZ ECHEVERRIA,628
ALAJUELA|GUATUSO|LA GARITA,55
GUANACASTE|TILARAN|LA UNION,68
GUANACASTE|NICOYA|BARCO QUEBRADO,502
SAN JOSE|CENTRAL|CAI. SAN JOSE,166
ALAJUELA|SAN CARLOS|CAI. NELSON MANDELA,266
ALAJUELA|CENTRAL|CAI.JORGE ART. MONT. CAS. (AMB. E),188
PUNTARENAS|ESPARZA|ARTIEDA (CHUMICAL),62
PUNTARENAS|ESPARZA|PEÑA BLANCA,131
ALAJUELA|SAN RAMON|CALLE LEON,370
HEREDIA|SARAPIQUI|GOLFITO,204
CONSULADO|REPUBLICA DOMINICANA|SANTO DOMINGO,289
ALAJUELA|SAN CARLOS|SAN BOSCO,295
PUNTARENAS|CENTRAL|FLORIDA(ISLA VENADO PARTE),300
ALAJUELA|SAN RAMON|SAN FRANCISCO,202
SAN JOSE|CENTRAL|C.S.M CAPEMCOL,72
ALAJUELA|SAN CARLOS|LA UNION,331
GUANACASTE|CAÑAS|HLE.  MARY BLANCO,20
CONSULADO|RUSIA|MOSCU,55
HEREDIA|SARAPIQUI|SAN JOSE DE RIO SARAPIQUI,52
GUANACASTE|TILARAN|LOS ANGELES (SANTA ROSA),937
LIMON|POCOCI|SAN JUAN DE POCOCI,14
ALAJUELA|UPALA|GUAYABAL O EL CARMEN,206
ALAJUELA|UPALA|AMERICA,510
